Dataset of plasma-derived EV proteomics using the MagNet protocol - 4380 identified proteins over 117 (healthy subjects) samples of a yet unpublished randomized crossover study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HR01_S1-A1_1_7553;HR01_S1-A2_1_7610;HR01_S1-A3_1_7644;HR01_S1-A4_1_7605;HR01_S1-A5_1_7635;HR01_S1-A6_1_7541;HR02_S1-A7_1_7559;HR02_S1-A8_1_7623;HR02_S1-A9_1_7539;HR02_S1-A10_1_7531;HR02_S1-A11_1_7593;HR02_S1-A12_1_7650;HR03_S1-B1_1_7620;HR03_S1-B2_1_7627;HR03_S1-B3_1_7583;HR03_S1-B4_1_7548;HR03_S1-B5_1_7542;HR03_S1-B6_1_7614;HR04_S1-B12_1_7641;HR04_S1-C1_1_7560;HR04_S1-C2_1_7576;HR04_S1-C3_1_7587;HR04_S1-C4_1_7615;HR04_S1-C5_1_7599;HR06_S1-B7_1_7622;HR06_S1-B8_1_7600;HR06_S1-B9_1_7580;HR06_S1-B10_1_7566;HR06_S1-B11_1_7649;HR07_S1-C6_1_7645;HR07_S1-C7_1_7634;HR07_S1-C8_1_7574;HR07_S1-C9_1_7604;HR07_S1-C10_1_7628;HR07_S1-C11_1_7589;HR08_S1-C12_1_7651;HR08_S1-D1_1_7537;HR08_S1-D2_1_7550;HR08_S1-D3_1_7579;HR08_S1-D4_1_7552;HR09_S1-D5_1_7643;HR09_S1-D6_1_7636;HR09_S1-D7_1_7556;HR09_S1-D8_1_7558;HR09_S1-D9_1_7572;HR09_S1-D10_1_7544;HR11_S1-D11_1_7535;HR11_S1-D12_1_7638;HR11_S1-E1_1_7592;HR11_S1-E2_1_7646;HR11_S1-E3_1_7631;HR11_S1-E4_1_7601;HR12_S1-G11_1_7625;HR12_S1-G12_1_7607;HR12_S1-H1_1_7575;HR12_S1-H2_1_7570;HR12_S1-H3_1_7613;HR12_S1-H4_1_7591;HR14_S1-E5_1_7578;HR14_S1-E6_1_7571;HR14_S1-E7_1_7633;HR14_S1-E8_1_7567;HR14_S1-E9_1_7598;HR14_S1-E10_1_7562;HR15_S1-E11_1_7527;HR15_S1-E12_1_7609;HR15_S1-F1_1_7569;HR15_S1-F2_1_7557;HR15_S1-F3_1_7529;HR15_S1-F4_1_7547;HR16_S2-A5_1_7632;HR16_S2-A6_1_7612;HR16_S2-A8_1_7573;HR16_S2-A9_1_7597;HR16_S2-A10_1_7526;HR18_S1-G5_1_7536;HR18_S1-G6_1_7530;HR18_S1-G7_1_7647;HR18_S1-G8_1_7595;HR18_S1-G9_1_7543;HR18_S1-G10_1_7565;HR20_S1-F5_1_7563;HR20_S1-F6_1_7596;HR20_S1-F7_1_7621;HR20_S1-F8_1_7582;HR20_S1-F9_1_7639;HR20_S1-F10_1_7630;HR21_S1-H5_1_7533;HR21_S1-H6_1_7624;HR21_S1-H7_1_7546;HR21_S1-H8_1_7554;HR21_S1-H9_1_7594;HR21_S1-H10_1_7534;HR22_S2-A11_1_7602;HR22_S2-A12_1_7640;HR22_S2-B1_1_7545;HR22_S2-B2_1_7637;HR22_S2-B3_1_7528;HR22_S2-B4_1_7540;HR23_S1-F11_1_7618;HR23_S1-F12_1_7588;HR23_S1-G1_1_7586;HR23_S1-G2_1_7608;HR23_S1-G3_1_7626;HR23_S1-G4_1_7532;HR24_S1-H11_1_7561;HR24_S1-H12_1_7584;HR24_S2-A1_1_7585;HR24_S2-A2_1_7648;HR24_S2-A3_1_7619;HR24_S2-A4_1_7611;HR26_S2-B5_1_7568;HR26_S2-B6_1_7555;HR26_S2-B7_1_7606;HR26_S2-B8_1_7549;HR26_S2-B9_1_7581;HR26_S2-B10_1_7617;Genes;First.Protein.Description;Protein.Group
15,2257;15,1542;15,2312;15,1679;15,2347;15,1384;15,1026;15,2022;15,0117;15,0756;15,1203;15,2373;15,1672;15,14;15,0397;14,9955;14,9682;15,1014;15,1771;15,0167;15,3095;15,3439;15,2724;15,2724;15,0234;15,2271;15,1366;15,0946;15,1634;15,195;15,1942;15,1972;15,2616;15,1098;15,0157;15,1965;15,0142;15,2403;15,0677;15,0572;15,2895;15,2971;15,2002;15,2206;15,2313;15,2779;15,2986;14,0935;15,1881;15,2331;15,3073;15,2601;15,359;15,3371;15,4877;15,1336;15,315;15,2131;15,3201;15,1688;15,254;15,2014;15,3312;15,301;13,1153;13,4465;13,564;15,1962;15,0386;15,0937;15,3441;15,2476;15,3293;15,3991;15,2338;14,8952;15,1356;15,1515;15,2287;14,9948;15,0948;15,0889;15,1099;15,2091;15,1457;15,1753;15,2663;15,2192;15,1393;15,1504;15,3318;15,3212;15,2171;15,354;15,4607;15,378;15,4956;15,3938;15,3533;15,2096;15,1665;15,2765;15,1739;15,0368;15,1994;15,098;15,2266;15,3648;15,3005;15,1179;15,3183;15,3095;15,1922;15,336;15,3171;15,3383;15,4268;CAND1;Cullin-associated NEDD8-dissociated protein 1;Q86VP6
11,0845;11,2317;11,365;10,9783;11,1549;11,2467;11,6107;11,6666;11,3521;11,4228;11,7311;11,0129;11,3909;11,1145;11,3582;11,3557;11,2121;11,4014;11,1643;10,9975;10,8477;11,0087;11,3839;11,0027;11,2822;10,9365;NaN;10,8892;10,2577;11,3668;11,3446;11,196;NaN;10,966;10,6757;11,2098;11,0527;11,0189;10,8889;11,4408;11,2246;11,188;10,5971;11,2595;11,1269;11,0211;11,1586;NaN;10,6898;10,7199;10,8876;11,1937;10,8651;10,6516;10,7827;11,1251;11,2371;11,3931;10,9593;10,7443;10,5622;11,1003;10,4827;10,9353;NaN;NaN;NaN;11,5009;10,6837;11,2833;10,8533;11,379;10,6445;10,9014;11,0505;10,7885;10,9729;11,041;10,8451;10,5208;10,9329;11,1792;11,5701;11,2318;11,0213;11,0503;10,9575;11,062;11,408;11,3798;10,9132;11,0286;NaN;11,2751;10,5668;11,6628;11,3792;10,7922;11,2222;10,8074;11,5027;11,6923;11,1652;10,7196;10,869;10,8928;11,4196;11,2573;11,0333;11,2561;11,1138;11,7525;10,2359;11,4358;11,2779;11,1259;11,0981;GLCCI1;Glucocorticoid-induced transcript 1 protein;Q86VQ1
12,4107;11,9988;12,1266;12,3494;12,0795;12,3238;12,1023;12,3152;12,4141;12,1471;12,208;12,3453;12,2199;12,3388;12,1337;12,3372;12,0912;12,2039;12,2987;12,3583;12,3505;12,1482;12,094;12,3471;12,1755;12,3425;12,4663;11,9886;11,8762;12,0952;12,0802;11,9894;12,2723;12,2135;12,1229;12,11;11,7497;12,1422;11,7032;12,3526;12,2813;12,2848;12,3754;12,1739;12,1;12,2797;12,0847;NaN;12,2176;12,1066;12,1362;12,1227;12,0694;12,0832;12,3106;12,0086;11,7961;12,2591;12,2435;11,8309;12,2675;12,1598;12,3948;11,9912;NaN;NaN;NaN;12,2838;11,8089;12,1276;12,0548;12,1985;12,0579;12,3771;12,0589;12,8778;12,3732;12,0693;12,1065;12,2689;12,4108;12,2546;12,3367;12,2323;12,3199;12,4264;12,4215;12,1026;12,4948;11,766;12,2825;12,2006;11,9381;12,118;12,1222;11,8944;12,1537;11,5546;12,0846;12,461;11,763;11,9492;11,5017;11,3983;11,6496;12,3079;12,1139;12,3843;12,211;12,0808;11,9242;11,6535;11,7487;11,7007;11,881;11,2952;12,2192;RETREG3;Reticulophagy regulator 3;Q86VR2
12,4081;12,4549;12,4331;12,4202;12,3029;12,3122;12,1997;11,9984;11,999;12,1347;12,1349;12,334;12,343;12,1886;11,8533;12,4125;12,2841;12,1938;12,3937;12,396;12,2662;12,4011;12,1679;12,3651;12,038;12,3705;12,0602;12,1481;12,0809;12,2338;12,2951;12,194;12,1596;12,3448;12,1097;12,3752;11,9977;12,337;12,2184;12,0064;12,146;12,3236;12,2319;12,1437;12,2089;12,1983;12,1331;NaN;12,089;11,8512;12,0673;12,068;12,194;12,3679;12,2927;12,2986;12,0609;12,281;12,1172;12,1671;12,3806;12,1926;12,2307;12,1388;NaN;NaN;NaN;12,0782;12,3252;12,2094;12,2932;11,8688;12,4272;12,0578;12,0888;12,4161;12,3555;12,2391;12,1491;12,2005;12,2015;12,3517;12,3968;12,2845;12,4219;12,3958;12,2783;12,4147;12,2594;12,2998;12,0918;12,3785;12,3233;12,2816;12,1778;12,2899;12,092;12,2403;12,1602;12,2729;12,4508;12,5073;12,5001;12,2969;12,1838;12,0963;12,2366;12,3258;12,2483;12,2233;12,2054;12,0494;12,1381;12,2121;12,1349;12,2966;12,0072;HOOK3;Protein Hook homolog 3;Q86VS8
10,6878;11,1955;11,355;11,2146;11,1482;10,8254;10,5814;10,1799;10,4998;10,6314;10,9996;11,3462;11,6821;11,2288;11,7908;10,4857;10,76;11,2313;11,0064;10,1934;10,9285;11,5827;10,5942;11,2412;12,0023;11,9978;11,9641;11,8263;11,836;10,4912;10,21;NaN;10,8788;10,3057;10,9336;13,4213;12,2101;12,9796;12,216;11,8238;11,5981;11,085;11,5864;11,4142;11,4375;11,6284;11,6765;NaN;12,0519;11,9333;11,6457;11,4514;11,0033;11,1237;11,0155;10,9573;11,0068;11,3654;11,6367;11,1741;11,4544;11,0853;11,6855;11,2833;NaN;NaN;NaN;11,09;9,36051;10,9023;10,8673;11,4074;11,19;11,2889;10,3021;11,1692;11,3254;10,8799;11,4292;10,6256;10,7581;11,1696;10,7618;10,8808;11,2784;11,1761;11,4045;10,7439;11,0447;10,8997;11,3371;11,8556;11,4859;11,7735;11,698;10,7044;11,5402;10,5256;11,5409;10,7509;11,4371;11,6935;11,0975;10,3415;10,268;11,0528;10,9524;11,9995;11,8051;10,7585;11,444;11,5429;10,7728;11,4932;11,2378;11,5795;11,7295;COMTD1;Catechol O-methyltransferase domain-containing protein 1;Q86VU5
10,8341;11,2804;10,9835;10,8276;11,1375;10,879;10,7994;10,0374;10,2812;10,8828;10,2194;11,5638;11,4218;10,8438;11,12;10,5573;10,8676;11,0973;10,7453;10,0635;10,8876;10,6065;10,7817;11,1856;11,4809;11,0633;11,4611;11,6203;11,4503;10,7347;10,4031;10,4153;11,4358;10,6499;11,1128;10,8369;10,3329;10,8972;11,1178;9,25636;11,163;10,9535;10,9559;9,74984;10,5928;10,9357;10,4939;NaN;11,2641;11,2294;11,1974;11,5106;11,1616;11,5177;11,0549;10,5005;11,4208;10,8244;11,045;11,036;10,7925;10,0704;10,8838;11,1924;NaN;NaN;NaN;10,8514;11,0005;11,5702;11,9564;11,4187;11,0771;11,4802;11,0512;9,68705;11,4816;10,9337;10,9155;10,2729;11,0542;10,721;11,2216;11,0779;10,8504;10,9534;11,2315;10,8312;11,1124;11,1225;11,2359;11,1953;11,5999;11,2979;10,7583;10,6528;10,8698;10,7999;11,2585;10,9069;10,4455;11,3241;10,9156;10,4971;11,6185;11,013;10,906;11,3951;11,022;10,6574;11,1924;10,7361;11,5842;10,3901;10,7608;10,26;11,4768;SESTD1;SEC14 domain and spectrin repeat-containing protein 1;Q86VW0
13,7956;13,8275;13,9378;13,8319;13,7069;13,8043;13,4925;13,3298;13,412;13,611;13,5223;13,6926;13,6856;13,5824;13,743;13,474;13,5489;13,6426;13,2937;13,1681;13,2423;13,4122;13,3337;13,4712;14,1158;14,1322;14,0359;13,9474;13,9977;13,1189;13,0571;13,101;13,0849;13,0197;13,0359;13,1752;12,904;13,1315;12,8722;12,8582;13,5725;13,4973;13,7043;13,4691;13,5019;13,6385;14,0044;13,95;13,8881;14,0868;13,9358;13,9681;13,8545;13,7495;13,8661;13,5885;13,8698;13,6907;13,8392;13,7468;13,7527;13,7125;13,8367;13,8707;13,8251;13,846;13,7916;13,9363;13,7347;13,8288;13,6316;13,5817;13,5905;13,554;13,5517;13,3681;13,9373;13,5211;13,671;13,5245;13,6918;13,7122;13,679;13,7939;13,7165;13,7125;13,8289;13,5489;13,5845;13,5465;13,5388;13,4782;13,5842;13,5885;13,6147;13,6268;13,4717;13,3261;13,2946;13,4204;13,2252;13,4028;13,4363;13,275;13,3017;13,1873;13,4142;13,5841;13,5034;13,4589;13,6057;12,8511;12,6494;12,6924;12,6008;12,6185;12,6477;PKHD1L1;Fibrocystin-L;Q86WI1
9,11754;8,81099;NaN;8,59641;NaN;8,95882;8,26243;8,15466;9,26665;NaN;9,38897;NaN;NaN;9,53476;NaN;9,03378;10,1012;NaN;8,13401;9,53014;NaN;8,08321;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,70387;NaN;NaN;NaN;NaN;NaN;NaN;9,16392;9,3924;10,0712;NaN;NaN;NaN;9,66422;NaN;8,74476;NaN;NaN;NaN;NaN;8,73182;NaN;NaN;NaN;NaN;9,49518;NaN;NaN;NaN;9,66799;NaN;NaN;8,65403;9,40303;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,31375;NaN;NaN;9,66021;9,3957;NaN;NaN;9,53069;9,72723;10,206;8,54135;8,56462;NaN;9,86626;NaN;NaN;8,36153;NaN;9,16895;NaN;8,8642;9,08198;9,35834;NaN;9,25319;NaN;NaN;9,60025;8,89752;9,23272;9,82294;10,2872;9,41608;8,87002;8,68742;NaN;NaN;9,05032;7,51679;10,044;10,0043;NaN;10,3847;10,1771;9,95411;NLRC5;Protein NLRC5;"Q86WI3;Q86WI3-4"
NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,4409;NaN;NaN;8,05787;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7,25884;NaN;8,73488;7,98979;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;7,37685;9,00107;NaN;8,15697;8,35726;8,13319;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,30887;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;6,5122;8,37785;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,37359;6,96139;NaN;7,6155;NaN;7,66716;7,71729;NaN;NaN;NaN;8,59232;8,96909;NaN;NaN;NaN;NaN;8,10087;NaN;FCHSD1;F-BAR and double SH3 domains protein 1;Q86WN1
11,0741;10,8671;11,0496;11,0544;10,7924;11,0254;11,2674;10,9015;11,1683;10,6363;11,1973;10,9247;10,6806;10,5586;9,97399;10,6114;10,7535;10,5354;11,0553;11,1511;10,9363;11,2071;11,1585;11,1068;10,7234;11,204;11,1158;10,9706;10,9028;11,5994;11,2218;11,112;10,7077;11,1179;NaN;11,2753;11,0946;11,0282;11,1997;11,2034;10,664;11,1246;10,3086;10,8667;11,0897;10,4939;10,7871;NaN;10,8394;10,4198;10,7414;10,5691;10,0832;10,59;10,6213;10,8961;10,463;10,8931;10,6312;10,3224;11,0803;10,4894;10,8243;10,7647;NaN;NaN;NaN;10,6204;10,8509;10,489;10,999;10,9077;10,5623;10,5489;11,0786;10,6007;10,6812;10,9313;10,9751;11,1452;10,7929;10,9787;11,0907;10,6461;11,1014;10,8567;10,715;10,8078;11,0702;10,6351;10,415;11,0343;10,4796;10,9135;11,0382;10,6381;10,3286;10,8691;10,7072;10,9837;11,2006;11,2041;11,0792;11,3252;11,0233;10,9403;10,957;10,8173;10,9306;11,1261;10,7402;10,7069;10,9451;11,1931;10,9514;11,5236;10,6294;CCDC25;Coiled-coil domain-containing protein 25;Q86WR0
12,2981;12,2388;12,1833;12,0372;12,3329;11,9589;12,3432;12,23;12,2854;11,9787;12,3128;12,6895;12,0208;12,1372;11,8788;11,8012;11,8345;12,2938;12,7278;12,2619;12,4234;12,3634;12,7291;12,2892;12,5221;12,161;12,5997;12,3209;12,4493;12,1093;12,4643;12,285;12,458;12,4341;12,0218;12,5095;12,1312;12,1556;12,2132;12,1523;12,3427;12,6582;12,4804;12,2288;12,336;12,3895;12,043;NaN;12,1662;11,952;12,1587;12,442;12,1019;12,2298;12,0987;11,9816;12,0208;12,1755;12,1487;11,9054;12,3191;12,0525;12,1616;11,9576;NaN;NaN;NaN;12,2409;12,0803;12,0064;11,9307;11,905;11,7649;12,2806;11,8071;12,2985;12,0451;12,1628;12,4193;11,9931;12,0563;11,6834;12,2309;11,9383;11,7663;12,2267;12,2784;11,8423;11,9178;12,1621;11,756;12,1781;11,9698;12,2642;12,0644;11,8473;11,8265;11,7638;11,7115;12,0116;11,896;11,9075;12,0416;11,9259;11,9155;12,2341;11,6416;11,6814;11,7953;12,1285;11,8999;12,1824;12,0122;12,0619;12,1824;12,2445;12,2998;PROSER2;Proline and serine-rich protein 2;Q86WR7
10,3119;10,3081;10,4557;9,8681;10,5449;10,4355;10,6794;10,6002;11,1255;10,2469;10,5265;11,2324;9,4235;9,94062;10,5484;NaN;NaN;10,226;10,3825;10,6438;10,7605;10,7269;10,0104;10,439;11,2088;11,3576;11,1281;10,9872;11,7566;10,4686;10,4696;10,5968;10,4497;10,0035;10,7533;11,3771;10,7886;11,1811;10,9286;10,2527;10,1396;10,6738;10,193;NaN;9,95522;10,4709;8,97103;NaN;10,8377;10,5369;10,5153;10,6022;9,87335;9,78822;10,801;NaN;9,94696;10,2415;10,1703;10,68;10,735;10,4858;10,7626;10,2952;NaN;NaN;NaN;10,4615;10,2831;11,0557;11,1494;11,1593;10,7997;10,9861;10,5691;10,4895;10,8527;11,0551;11,0339;10,7297;10,5538;10,2324;11,0357;11,1183;11,0691;11,0332;10,9286;10,9614;10,493;10,4347;10,7631;10,9419;10,7773;11,7855;11,6774;11,202;11,8354;11,6765;11,6013;11,0579;11,4167;11,2196;11,1257;10,741;10,2775;10,7411;10,7325;11,3762;11,4719;10,5379;11,3005;10,1295;10,3243;10,8289;10,5323;10,7365;10,7764;STING1;Stimulator of interferon genes protein;Q86WV6
11,0414;10,9576;11,1478;11,1704;10,8728;10,7017;11,1369;11,3266;11,185;11,0569;11,1458;10,9748;10,7123;10,7882;10,8427;11,1063;11,2426;10,936;10,8225;10,719;10,7983;10,8932;10,8027;10,9874;10,8681;10,6628;10,5864;10,3768;10,6748;10,7801;10,8284;10,7018;10,5436;10,8146;10,4824;11,1827;11,1344;11,1411;11,0388;11,1578;10,7849;10,9541;10,5414;11,039;10,8344;10,8204;10,8137;NaN;10,6128;10,7158;10,3697;10,4014;10,827;10,8182;11,1964;11,029;10,9776;11,058;10,9801;10,9494;10,8236;11,209;10,6796;10,9141;NaN;NaN;NaN;10,8235;10,857;10,4738;10,9879;10,5823;11,0173;11,0261;10,8595;10,7284;11,0456;10,8866;11,0349;10,8323;10,9393;10,7279;10,9153;10,8744;10,895;11,013;10,7995;11,1689;11,2467;11,2342;11,0298;11,3561;11,1034;10,9623;10,9416;11,1108;11,0312;11,0152;10,9542;10,6686;11,0168;10,8914;10,9;11,0858;10,8913;11,1671;11,3203;11,0645;11,1279;11,1644;11,0354;11,0521;10,8084;10,8373;10,8267;10,8336;10,8523;RALGAPB;Isoform 3 of Ral GTPase-activating protein subunit beta;Q86X10-3
NaN;10,652;10,0679;10,3618;10,6252;10,2829;8,76112;8,67408;NaN;NaN;9,02657;10,1194;10,1887;10,5127;10,4179;10,3187;9,62177;10,8601;NaN;9,35534;NaN;NaN;NaN;NaN;NaN;10,1915;10,6248;10,8495;10,6702;NaN;NaN;9,34661;NaN;10,159;NaN;9,87726;9,75487;9,94528;10,1857;10,1328;11,1645;11,3616;11,0631;11,1611;11,2058;11,3304;10,7253;NaN;10,1847;10,7473;11,0514;10,292;10,1214;9,87047;NaN;NaN;10,1258;9,92952;9,63609;10,3022;10,1535;10,425;10,0946;11,0076;NaN;NaN;NaN;NaN;10,0379;9,85048;11,5225;11,3058;11,1819;11,3203;11,4356;10,1792;10,3751;9,8848;9,81447;10,2146;10,1453;9,22293;9,47111;9,7199;NaN;NaN;NaN;10,2928;NaN;10,5499;9,92429;10,0985;9,80501;NaN;10,5821;9,32255;10,43;NaN;NaN;10,8238;10,283;10,6761;10,3227;10,3986;9,92042;10,1536;NaN;NaN;9,54246;NaN;NaN;10,8551;10,2364;10,4341;10,4527;9,97562;10,534;LSR;Lipolysis-stimulated lipoprotein receptor;"Q86X29;Q86X29-3;Q86X29-4;Q86X29-5;Q86X29-6"
11,5215;11,0971;11,4401;11,3245;11,2182;11,3247;11,3965;11,4753;11,3424;11,4402;11,2578;10,8924;11,0284;10,9978;10,589;11,2643;11,1308;11,2402;11,4051;11,6184;11,353;11,1283;11,2777;10,697;10,3357;11,1922;10,7815;10,8736;11,053;11,318;11,3722;11,1564;11,1596;11,4936;10,944;10,8429;11,6224;11,4377;11,4547;11,3556;11,3546;11,7294;10,6516;11,4109;11,4427;11,1749;10,9223;NaN;11,1074;10,9773;11,0647;10,9749;10,8342;11,154;11,1397;11,0677;11,0825;11,1105;11,2369;11,3162;10,9894;11,3733;11,22;11,147;NaN;NaN;NaN;11,1053;11,1313;10,8078;11,1675;11,1767;11,2682;11,2832;11,4083;10,771;10,2908;10,9676;10,6859;10,9473;10,5237;11,3185;11,3204;11,1193;11,2611;11,5188;10,771;11,2884;11,2422;11,088;11,2712;11,1716;10,8779;10,7032;11,1534;11,5122;10,9125;10,8849;10,9171;11,3501;11,3141;11,4206;11,2102;11,4877;11,5128;11,315;11,3343;10,9561;11,1196;11,3843;11,3451;11,4103;11,193;11,1931;11,3558;10,8943;11,1119;NIT1;Deaminated glutathione amidase;"Q86X76;Q86X76-2;Q86X76-4"
10,1267;10,0287;9,90842;9,96455;10,3635;9,59033;9,83632;9,61981;NaN;10,1104;9,76907;10,3674;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,93117;9,75792;10,4518;9,9202;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,3098;9,72985;10,332;NaN;10,1725;9,63377;NaN;NaN;9,23013;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,26;10,4574;10,3129;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,2746;NaN;NaN;NaN;NaN;NaN;NaN;NaN;10,2136;10,0821;NaN;NaN;9,94715;NaN;9,9521;NaN;9,33433;NaN;NaN;10,0436;10,3093;NaN;9,85296;9,97744;NaN;NaN;NaN;NaN;NaN;NaN;COMMD2;COMM domain-containing protein 2;"Q86X83;Q86X83-2"
10,9788;10,7771;10,2844;10,5451;10,3527;10,999;10,7275;10,663;11,0491;10,6461;10,6544;10,6622;10,9887;11,0455;10,1103;11,2522;10,931;10,3654;11,0184;10,7122;10,4826;10,5056;10,664;10,4578;10,0394;10,4821;10,7154;10,5808;10,4195;10,5568;11,1932;10,3988;10,5119;10,6066;10,3703;10,2808;10,9953;11,0747;10,7207;11,0248;10,6445;11,0903;9,87623;11,1091;10,6622;10,6522;10,8994;NaN;10,551;10,0434;10,6344;10,2728;10,1358;10,3127;10,6551;11,1001;11,0796;10,9814;10,6714;10,6839;11,2729;10,8502;11,0605;11,1139;NaN;NaN;NaN;11,1589;10,7153;10,8997;10,7979;10,8958;10,9257;11,0299;10,7624;11,3628;10,8204;10,9903;11,2512;11,1478;10,9887;11,1339;11,0383;10,7848;11,015;11,022;10,7093;10,7977;10,8393;10,8776;10,8221;10,8296;10,8218;10,5168;10,5947;10,6969;11,0092;11,1133;10,5404;10,6637;10,9641;10,5276;10,5484;11,2028;11,0552;10,9089;10,6566;10,7247;10,5307;10,8257;10,3774;NaN;10,5602;10,3601;11,0282;10,9137;10,4534;HEATR5A;HEAT repeat-containing protein 5A;"Q86XA9;Q86XA9-2"
9,57094;NaN;9,6659;9,94477;9,44225;9,8043;8,98177;9,48011;9,602;9,7284;9,74095;NaN;NaN;NaN;NaN;9,82229;9,41999;NaN;9,74511;9,45132;NaN;10,076;NaN;9,25358;NaN;NaN;NaN;NaN;NaN;NaN;9,39578;NaN;9,37529;9,52662;9,30212;NaN;8,98905;9,12466;9,2254;9,30187;9,61155;9,20482;NaN;10,0486;NaN;8,96675;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,57575;9,68159;NaN;9,78596;NaN;9,17402;NaN;9,59763;NaN;8,43793;NaN;NaN;NaN;NaN;NaN;NaN;9,54947;NaN;9,22829;9,08516;NaN;10,3203;8,90587;9,61392;NaN;9,90707;9,35739;10,0179;10,0034;9,59102;9,29428;10,1012;9,17533;9,19692;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;9,28582;NaN;NaN;9,74201;10,0209;9,26738;9,78007;9,75831;9,64186;9,56345;9,97729;9,84093;9,61249;9,57672;9,23297;8,64021;9,32581;9,62681;9,4858;9,86603;8,88591;ANKLE2;Ankyrin repeat and LEM domain-containing protein 2;Q86XL3
NaN;9,27748;9,45124;9,38913;8,92243;9,41191;9,55627;9,6155;9,45689;9,89914;NaN;9,6121;NaN;NaN;NaN;NaN;8,63669;NaN;NaN;9,43903;8,18628;NaN;8,93316;NaN;NaN;NaN;NaN;NaN;NaN;NaN;8,50331;9,11708;8,71589;9,55623;NaN;NaN;9,42137;9,68351;9,54845;10,2214;8,11556;9,60429;9,32012;9,40041;9,57219;9,06294;NaN;NaN;8,66488;NaN;8,70998;8,41896;9,21558;9,83125;9,47164;10,1004;9,83607;NaN;8,08308;9,97453;NaN;9,73108;9,24094;9,57254;NaN;NaN;NaN;NaN;9,24665;NaN;NaN;8,45043;7,46073;NaN;9,62514;9,5306;NaN;8,33093;8,74554;9,57339;NaN;NaN;9,14317;8,95385;NaN;9,03398;NaN;9,85763;9,37287;8,98433;8,43057;NaN;9,34597;NaN;NaN;NaN;NaN;NaN;8,6345;9,09056;9,87479;9,25116;9,57397;9,96863;10,0814;9,92902;8,78745;NaN;NaN;8,81872;NaN;8,68372;NaN;9,48463;9,33384;9,53726;8,806;DGKH;Diacylglycerol kinase eta;"Q86XP1;Q86XP1-2;Q86XP1-3;Q86XP1-5"
9,78677;9,60944;NaN;9,65293;9,17864;9,26973;9,96244;NaN;10,2953;10,0842;9,71328;9,36705;NaN;NaN;NaN;9,99884;9,80283;NaN;9,03309;9,99541;NaN;9,64931;9,51033;NaN;NaN;NaN;NaN;NaN;7,85469;8,65355;NaN;NaN;NaN;8,36109;NaN;8,72717;9,2655;NaN;NaN;NaN;9,28864;9,01611;8,98744;9,47482;NaN;9,7195;NaN;NaN;9,31685;NaN;NaN;NaN;9,1795;NaN;NaN;NaN;NaN;9,34151;9,85707;NaN;10,1549;9,92629;10,036;10,2184;NaN;NaN;NaN;NaN;NaN;9,7107;NaN;9,76243;9,28052;9,68353;NaN;NaN;NaN;NaN;NaN;NaN;8,8569;10,1615;NaN;9,38139;9,94944;9,47188;NaN;9,51306;NaN;NaN;NaN;9,47691;8,81329;8,71079;NaN;NaN;NaN;NaN;8,87429;9,75071;9,8595;10,0234;10,5514;9,9999;10,6162;NaN;9,15845;9,0421;8,59288;NaN;NaN;NaN;10,8554;NaN;10,7502;NaN;9,63841;VRK2;Serine/threonine-protein kinase VRK2;"Q86Y07;Q86Y07-2;Q86Y07-3;Q86Y07-4;Q86Y07-5"
